Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2000-01-03,KOTAKMAH,EQ,212.35,220.0,229.35,220.0,229.35,229.35,229.13,7086,1.6236403e+11,,,
2000-01-04,KOTAKMAH,EQ,229.35,247.7,247.7,225.25,247.7,246.95,244.12,73681,1.79872906e+12,,,
2000-01-05,KOTAKMAH,EQ,246.95,229.0,240.0,227.2,228.0,228.4,233.75,105799,2.473093055e+12,,,
2000-01-06,KOTAKMAH,EQ,228.4,235.1,239.0,217.0,224.95,225.9,226.84,40202,9.1195459e+11,,,
2000-01-07,KOTAKMAH,EQ,225.9,213.0,219.0,207.85,207.85,208.85,209.94,24463,5.13574715e+11,,,
2000-01-10,KOTAKMAH,EQ,208.85,215.0,219.0,192.15,192.15,192.15,196.47,12408,2.4378038e+11,,,
2000-01-11,KOTAKMAH,EQ,192.15,180.2,180.2,176.8,176.8,176.8,176.98,15253,2.6994724e+11,,,
2000-01-12,KOTAKMAH,EQ,176.8,165.0,169.45,162.7,162.7,162.7,163.34,20558,3.3579197e+11,,,
2000-01-13,KOTAKMAH,EQ,162.7,149.7,175.7,149.7,163.35,167.35,163.83,103323,1.692772575e+12,,,
2000-01-14,KOTAKMAH,EQ,167.35,169.0,177.0,156.15,160.5,159.85,161.69,31522,5.09687795e+11,,,
2000-01-17,KOTAKMAH,EQ,159.85,169.0,170.0,150.15,151.5,153.5,157.22,27217,4.27903845e+11,,,
2000-01-18,KOTAKMAH,EQ,153.5,148.25,158.9,147.3,149.25,149.5,151.56,40099,6.0773192e+11,,,
2000-01-19,KOTAKMAH,EQ,149.5,154.5,161.5,154.0,161.5,161.5,158.69,12701,2.01551245e+11,,,
2000-01-20,KOTAKMAH,EQ,161.5,174.45,174.45,174.45,174.45,174.45,174.45,4180,72920100000.0,,,
2000-01-21,KOTAKMAH,EQ,174.45,188.4,188.45,182.1,188.45,188.45,187.89,39486,7.41885455e+11,,,
2000-01-24,KOTAKMAH,EQ,188.45,200.0,203.55,200.0,203.55,203.55,203.54,10214,2.0789127e+11,,,
2000-01-25,KOTAKMAH,EQ,203.55,214.9,218.9,189.05,199.0,200.6,202.5,106362,2.15382765e+12,,,
2000-01-27,KOTAKMAH,EQ,200.6,194.95,194.95,194.95,194.95,194.95,194.95,3547,69148765000.0,,,
2000-01-28,KOTAKMAH,EQ,194.95,210.55,210.55,210.55,210.55,210.55,210.55,36765,7.74087075e+11,,,
2000-01-31,KOTAKMAH,EQ,210.55,227.4,227.4,219.0,227.4,227.4,226.2,55785,1.261876e+12,,,
2000-02-01,KOTAKMAH,EQ,227.4,245.45,245.6,211.1,231.75,230.6,231.09,158195,3.65576009e+12,,,
2000-02-02,KOTAKMAH,EQ,230.6,245.0,245.0,220.55,222.0,222.0,227.79,75199,1.71297447e+12,,,
2000-02-03,KOTAKMAH,EQ,222.0,215.0,218.9,204.25,207.1,207.4,208.07,74420,1.548492055e+12,,,
2000-02-04,KOTAKMAH,EQ,207.4,204.25,211.0,200.0,203.15,204.0,204.4,42796,8.74752845e+11,,,
2000-02-07,KOTAKMAH,EQ,204.0,201.55,202.8,190.0,192.7,191.65,197.02,47503,9.35888785e+11,,,
2000-02-08,KOTAKMAH,EQ,191.65,181.05,193.0,181.05,190.0,190.0,187.19,66230,1.23975355e+12,,,
2000-02-09,KOTAKMAH,EQ,190.0,184.0,190.0,178.2,178.6,180.05,183.41,63515,1.16492721e+12,,,
2000-02-10,KOTAKMAH,EQ,180.05,181.0,181.0,168.0,170.15,172.5,173.39,46478,8.05875e+11,,,
2000-02-11,KOTAKMAH,EQ,172.5,166.0,174.0,166.0,172.9,171.15,170.72,31531,5.3828769e+11,,,
2000-02-14,KOTAKMAH,EQ,171.15,170.05,170.5,157.5,157.5,157.5,162.7,34929,5.6828712e+11,,,
2000-02-15,KOTAKMAH,EQ,157.5,148.0,163.7,148.0,153.9,149.6,154.24,153150,2.362193705e+12,,,
2000-02-16,KOTAKMAH,EQ,149.6,155.25,161.6,154.0,161.6,161.6,160.01,67654,1.0825318e+12,,,
2000-02-17,KOTAKMAH,EQ,161.6,165.0,174.55,164.8,174.55,174.55,173.52,64637,1.121555485e+12,,,
2000-02-18,KOTAKMAH,EQ,174.55,184.4,188.0,162.75,175.0,174.85,177.4,90931,1.61308141e+12,,,
2000-02-21,KOTAKMAH,EQ,174.85,175.0,178.0,161.0,169.7,171.6,168.66,83475,1.40785363e+12,,,
2000-02-22,KOTAKMAH,EQ,171.6,175.0,176.0,161.5,165.0,163.2,164.01,101537,1.665354525e+12,,,
2000-02-23,KOTAKMAH,EQ,163.2,169.0,176.25,158.0,159.0,160.4,167.57,78128,1.309186265e+12,,,
