Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2000-01-03,HDFC,EQ,271.75,293.5,293.5,293.5,293.5,293.5,293.5,22744,6.675364e+11,,,
2000-01-04,HDFC,EQ,293.5,317.0,317.0,297.0,304.0,304.05,303.62,255251,7.749972375e+12,,,
2000-01-05,HDFC,EQ,304.05,290.0,303.9,285.0,295.0,292.8,294.53,269087,7.925367705e+12,,,
2000-01-06,HDFC,EQ,292.8,301.0,314.0,295.0,296.0,296.45,300.14,305916,9.181669105e+12,,,
2000-01-07,HDFC,EQ,296.45,290.0,296.35,281.0,287.1,286.55,288.8,197039,5.6904805e+12,,,
2000-01-10,HDFC,EQ,286.55,292.0,296.0,285.0,288.4,287.2,289.42,133363,3.859778795e+12,,,
2000-01-11,HDFC,EQ,287.2,290.0,292.0,273.25,282.85,283.85,284.54,337411,9.600616635e+12,,,
2000-01-12,HDFC,EQ,283.85,287.0,293.0,284.5,285.25,285.6,287.6,222537,6.4002169e+12,,,
2000-01-13,HDFC,EQ,285.6,288.0,290.5,283.0,284.0,283.85,285.84,113238,3.236741395e+12,,,
2000-01-14,HDFC,EQ,283.85,284.0,294.0,276.25,291.0,286.55,283.6,152322,4.31990474e+12,,,
2000-01-17,HDFC,EQ,286.55,302.0,309.5,295.0,303.5,302.2,302.87,500852,1.5169252255e+13,,,
2000-01-18,HDFC,EQ,302.2,307.0,317.85,301.05,305.25,305.75,308.57,369304,1.1395788435e+13,,,
2000-01-19,HDFC,EQ,305.75,310.0,315.0,303.05,304.5,305.25,308.98,377937,1.1677647125e+13,,,
2000-01-20,HDFC,EQ,305.25,303.0,306.0,288.0,291.9,291.35,297.57,208122,6.19317325e+12,,,
2000-01-21,HDFC,EQ,291.35,292.0,307.0,290.0,299.5,299.55,300.93,591458,1.779895263e+13,,,
2000-01-24,HDFC,EQ,299.55,306.0,306.0,291.0,294.0,293.05,295.58,207336,6.128411875e+12,,,
2000-01-25,HDFC,EQ,293.05,285.0,308.95,281.0,305.5,303.15,299.56,512403,1.5349366555e+13,,,
2000-01-27,HDFC,EQ,303.15,315.9,316.6,309.9,316.6,316.6,316.02,838826,2.6508714185e+13,,,
2000-01-28,HDFC,EQ,316.6,328.5,328.9,315.0,326.0,324.4,323.32,1224604,3.959415195e+13,,,
2000-01-31,HDFC,EQ,324.4,328.7,349.95,320.05,332.5,333.5,336.09,1449638,4.8720523915e+13,,,
2000-02-01,HDFC,EQ,333.5,337.0,353.9,335.0,351.25,350.55,345.34,1220141,4.213629964e+13,,,
2000-02-02,HDFC,EQ,350.55,355.0,357.0,342.0,349.0,351.4,349.83,1124774,3.9347762685e+13,,,
2000-02-03,HDFC,EQ,351.4,345.55,351.5,338.15,342.0,341.9,344.17,338774,1.165950905e+13,,,
2000-02-04,HDFC,EQ,341.9,342.0,362.4,341.0,350.0,357.2,352.79,1393426,4.9158003695e+13,,,
2000-02-07,HDFC,EQ,357.2,351.0,362.5,348.15,355.0,355.45,357.09,834598,2.980304665e+13,,,
2000-02-08,HDFC,EQ,355.45,359.0,359.0,345.6,351.0,350.5,351.72,527223,1.85433348e+13,,,
2000-02-09,HDFC,EQ,350.5,354.0,354.0,322.5,325.0,329.15,331.01,918950,3.0418080875e+13,,,
2000-02-10,HDFC,EQ,329.15,329.0,329.0,311.6,321.0,320.35,320.55,406175,1.3020081855e+13,,,
2000-02-11,HDFC,EQ,320.35,327.0,346.0,313.0,346.0,343.65,338.31,1361815,4.607193886e+13,,,
2000-02-14,HDFC,EQ,343.65,354.0,369.0,345.0,354.0,359.15,359.35,1457178,5.2363608465e+13,,,
2000-02-15,HDFC,EQ,359.15,352.35,353.5,330.45,332.0,332.6,339.35,629569,2.136462307e+13,,,
2000-02-16,HDFC,EQ,332.6,350.0,354.8,338.1,342.2,341.6,343.8,252848,8.692923505e+12,,,
2000-02-17,HDFC,EQ,341.6,336.0,347.0,336.0,339.0,339.2,341.46,120854,4.12667619e+12,,,
2000-02-18,HDFC,EQ,339.2,339.0,340.0,325.0,326.5,327.9,330.18,161499,5.33229431e+12,,,
2000-02-21,HDFC,EQ,327.9,329.0,334.0,317.05,318.0,319.15,326.9,206189,6.740248895e+12,,,
2000-02-22,HDFC,EQ,319.15,317.0,319.4,301.2,305.0,305.95,311.71,285365,8.895013945e+12,,,
2000-02-23,HDFC,EQ,305.95,317.0,330.45,315.0,330.45,330.45,329.96,177171,5.84589843e+12,,,
2000-02-24,HDFC,EQ,330.45,349.85,356.0,332.0,354.0,351.7,347.16,385844,1.339479114e+13,,,
2000-02-25,HDFC,EQ,351.7,354.0,379.85,351.1,379.85,379.85,373.96,230532,8.620973075e+12,,,
2000-02-28,HDFC,EQ,379.85,405.5,410.25,380.5,410.25,409.7,400.35,643659,2.5768828125e+13,,,
2000-02-29,HDFC,EQ,409.7,420.0,442.5,376.95,395.0,401.7,419.9,1014948,4.26175392e+13,,,
2000-03-01,HDFC,EQ,401.7,405.0,433.85,400.0,433.85,433.85,421.87,494473,2.086031258e+13,,,
2000-03-02,HDFC,EQ,433.85,456.9,468.6,442.0,468.6,468.6,465.74,542377,2.5260703505e+13,,,
2000-03-03,HDFC,EQ,468.6,489.0,489.0,431.15,471.0,473.05,456.43,878831,4.0112336265e+13,,,
2000-03-06,HDFC,EQ,473.05,479.0,479.0,435.25,438.5,443.5,452.36,670934,3.0350437195e+13,,,
2000-03-07,HDFC,EQ,443.5,447.0,447.0,408.05,413.1,412.2,419.21,377112,1.5808869045e+13,,,
2000-03-08,HDFC,EQ,412.2,415.0,425.0,391.05,415.0,416.7,414.88,370922,1.538894187e+13,,,
2000-03-09,HDFC,EQ,416.7,419.0,419.0,388.1,397.0,399.6,400.73,167704,6.72040393e+12,,,
2000-03-10,HDFC,EQ,399.6,400.0,408.9,390.3,395.0,397.55,399.83,181580,7.260168885e+12,,,
2000-03-13,HDFC,EQ,397.55,386.1,406.0,367.0,382.55,381.6,390.9,225462,8.81328656e+12,,,
2000-03-14,HDFC,EQ,381.6,385.0,400.0,367.0,397.0,396.65,389.14,207168,8.06176687e+12,,,
2000-03-15,HDFC,EQ,396.65,406.0,406.8,386.0,400.0,400.5,394.07,118712,4.678056925e+12,,,
2000-03-16,HDFC,EQ,400.5,405.85,405.85,395.1,399.0,398.2,398.1,90678,3.609855535e+12,,,
2000-03-21,HDFC,EQ,398.2,398.0,427.0,397.0,411.5,406.35,411.51,178957,7.36418555e+12,,,
2000-03-22,HDFC,EQ,406.35,414.0,428.8,374.0,415.5,413.25,412.46,192789,7.95185192e+12,,,
2000-03-23,HDFC,EQ,413.25,424.0,446.35,404.0,411.4,409.85,428.59,211811,9.078066025e+12,,,
2000-03-24,HDFC,EQ,409.85,409.95,420.0,402.6,416.0,416.8,413.23,71629,2.959895605e+12,,,
2000-03-27,HDFC,EQ,416.8,415.0,444.7,411.5,414.0,417.4,424.21,238780,1.0129229465e+13,,,
2000-03-28,HDFC,EQ,417.4,424.85,424.85,405.15,413.9,412.7,412.29,130006,5.360056995e+12,,,
2000-03-29,HDFC,EQ,412.7,418.6,418.6,379.7,379.7,380.3,395.44,148043,5.85418208e+12,,,
2000-03-30,HDFC,EQ,380.3,378.0,378.0,356.1,362.0,363.85,363.38,93015,3.380023775e+12,,,
2000-03-31,HDFC,EQ,363.85,357.0,393.0,354.0,393.0,393.0,385.97,370725,1.4308720885e+13,,,
2000-04-03,HDFC,EQ,393.0,419.0,424.45,419.0,424.45,424.45,424.34,31159,1.322195255e+12,,,
2000-04-04,HDFC,EQ,424.45,444.0,458.45,442.0,458.45,458.45,457.99,805679,3.68993728e+13,,,
2000-04-05,HDFC,EQ,458.45,480.0,482.4,438.0,467.95,469.8,459.85,514772,2.3671926005e+13,,,
2000-04-06,HDFC,EQ,469.8,460.0,465.0,436.75,463.9,459.25,447.89,468924,2.1002554215e+13,,,
2000-04-07,HDFC,EQ,459.25,461.0,496.0,461.0,488.0,490.95,487.91,700690,3.4187428685e+13,,,
2000-04-10,HDFC,EQ,490.95,493.9,504.0,466.0,473.1,477.7,483.06,1310089,6.32850041e+13,,,
2000-04-11,HDFC,EQ,477.7,470.05,470.05,457.0,466.95,464.3,464.88,215434,1.0015149495e+13,,,
2000-04-12,HDFC,EQ,464.3,460.0,464.0,441.0,456.0,453.25,450.63,354603,1.5979377215e+13,,,
2000-04-13,HDFC,EQ,453.25,449.0,476.0,430.05,450.1,448.7,452.17,385230,1.741902301e+13,,,
2000-04-17,HDFC,EQ,448.7,444.55,444.55,415.3,432.55,433.1,428.79,598152,2.5648380475e+13,,,
2000-04-18,HDFC,EQ,433.1,444.0,453.75,435.3,444.0,445.4,444.54,310013,1.3781247925e+13,,,
2000-04-19,HDFC,EQ,445.4,432.0,463.0,431.0,459.0,459.35,455.26,330468,1.5044873895e+13,,,
2000-04-20,HDFC,EQ,459.35,459.0,494.0,446.1,471.0,475.1,469.57,595755,2.7974665375e+13,,,
2000-04-24,HDFC,EQ,475.1,470.0,475.0,444.2,446.9,448.05,456.08,216848,9.88999009e+12,,,
2000-04-25,HDFC,EQ,448.05,444.15,459.9,428.0,456.0,456.9,447.24,338916,1.515767141e+13,,,
2000-04-26,HDFC,EQ,456.9,470.0,474.0,452.2,454.0,460.65,461.64,386877,1.7859772385e+13,,,
2000-04-27,HDFC,EQ,460.65,458.0,464.0,446.6,460.0,460.15,458.45,201467,9.23628214e+12,,,
2000-04-28,HDFC,EQ,460.15,460.0,477.7,460.0,470.0,472.35,470.38,390555,1.8370746055e+13,,,
